,Unnamed: 0,Entity,Year,Vegetable Oil,Deaths
0,0,Afghanistan,2007,3.48,707.1887744156472
1,1,Albania,2007,7.0,339.92898628267847
2,2,Algeria,2007,13.6,328.0785536626354
3,3,Angola,2007,9.05,344.0177958804548
4,4,Argentina,2007,14.6,220.58605916197632
5,5,Armenia,2007,7.4,410.7912114918932
6,6,Australia,2007,21.8,132.3012377177785
7,7,Austria,2007,22.0,182.02711135022795
8,8,Azerbaijan,2007,2.9,632.7240968473106
9,9,Bahamas,2007,5.85,238.18284162503525
10,10,Bangladesh,2007,5.99,373.25649686505847
11,11,Belarus,2007,15.7,533.5044173085569
12,12,Belgium,2007,21.9,147.7222007107612
13,13,Belize,2007,5.49,205.52240805561843
14,14,Benin,2007,7.01,255.11024660902265
15,15,Bolivia,2007,2.89,225.2840883731811
16,16,Bosnia and Herzegovina,2007,7.5,348.324991963952
17,17,Botswana,2007,9.4,242.17346366574048
18,18,Brazil,2007,17.3,206.55243654298803
19,19,Brunei,2007,13.12,224.26380980875464
20,20,Bulgaria,2007,15.2,512.3670656638686
21,21,Burkina Faso,2007,5.05,279.63334687553663
22,22,Cambodia,2007,2.04,311.1789713214445
23,23,Cameroon,2007,8.22,296.5769094008568
24,24,Canada,2007,24.5,128.06112192226016
25,25,Central African Republic,2007,12.17,453.128312956991
26,26,Chad,2007,3.82,291.3985930759269
27,27,Chile,2007,8.6,149.26503787591588
28,28,China,2007,8.1,271.5015418249793
29,29,Colombia,2007,13.27,161.4554990938617
30,30,Congo,2007,11.44,399.84040995176514
31,31,Costa Rica,2007,14.12,124.60492636363188
32,32,Croatia,2007,14.7,343.21510093857654
33,33,Cuba,2007,7.34,201.63875528769023
34,34,Cyprus,2007,14.11,208.7955265432377
35,35,Denmark,2007,7.9,160.0550896812937
36,36,Djibouti,2007,13.77,288.1996680776545
37,37,Dominican Republic,2007,17.21,232.07851037678807
38,38,Ecuador,2007,15.0,170.57057519514962
39,39,Egypt,2007,5.6,532.215039831008
40,40,El Salvador,2007,6.7,179.88240325706994
41,41,Estonia,2007,8.4,385.6036770922839
42,42,Ethiopia,2007,2.0,245.62271927069955
43,43,Fiji,2007,10.78,454.6719041579216
44,44,Finland,2007,10.8,192.09205489885449
45,45,France,2007,20.6,112.36684463755904
46,46,Gabon,2007,6.22,315.0598535428261
47,47,Gambia,2007,16.35,342.24600263753143
48,48,Georgia,2007,7.2,476.826092185462
49,49,Germany,2007,18.3,176.24897379016062
50,50,Ghana,2007,7.9,332.9920611606069
51,51,Greece,2007,25.1,229.5958305273864
52,52,Guatemala,2007,8.76,159.62898772114966
53,53,Guinea,2007,13.83,331.37620320795975
54,54,Guyana,2007,3.9,385.9436532546152
55,55,Haiti,2007,6.32,464.3252430955135
56,56,Honduras,2007,10.87,253.2667874397312
57,57,Hungary,2007,19.7,354.15323805716326
58,58,Iceland,2007,3.3,141.12634320329062
59,59,India,2007,8.8,270.9421646219572
60,60,Indonesia,2007,8.9,347.04466282765816
61,61,Iraq,2007,14.13,413.7740889502872
62,62,Iran,2007,10.9,301.1808366542893
63,63,Ireland,2007,15.6,168.84498235303437
64,64,Israel,2007,26.8,129.08127906423783
65,65,Italy,2007,27.3,141.7096722126945
66,66,Jamaica,2007,13.65,172.26536050676677
67,67,Japan,2007,15.6,96.05964934086022
68,68,Jordan,2007,18.74,269.8167368821823
69,69,Kazakhstan,2007,17.2,632.1233576121316
70,70,Kenya,2007,6.8,252.02669747038703
71,71,Kuwait,2007,16.83,191.4051859244098
72,72,Kyrgyzstan,2007,7.0,553.9666057698003
73,73,Laos,2007,1.83,464.0166416448467
74,74,Latvia,2007,15.7,472.598253729648
75,75,Lebanon,2007,17.87,289.0136615735704
76,76,Lesotho,2007,1.53,441.7673046969555
77,77,Liberia,2007,17.04,283.52954155042625
78,78,Lithuania,2007,9.7,439.4225865957372
79,79,Luxembourg,2007,16.8,168.48892035048007
80,80,Madagascar,2007,3.11,435.3030847404296
81,81,Malawi,2007,2.63,270.56691221553336
82,82,Malaysia,2007,14.9,285.01797826455106
83,83,Maldives,2007,3.25,263.8548906069874
84,84,Mali,2007,8.17,283.2040533614312
85,85,Malta,2007,7.2,205.75881290370987
86,86,Mauritania,2007,13.81,259.1476788445594
87,87,Mauritius,2007,19.67,277.2374750102627
88,88,Mexico,2007,10.5,145.13112829647346
89,89,Moldova,2007,10.6,526.3072799986429
90,90,Mongolia,2007,6.2,606.4237743196518
91,91,Montenegro,2007,12.9,416.7667215438312
92,92,Morocco,2007,11.6,484.97465657489903
